time_id,timestamp,date,hour,weekday,is_weekend
182,1545121505.272,2018-12-18,8,Tuesday,False
183,1543211401.302,2018-11-26,5,Monday,False
184,1543350621.536,2018-11-27,20,Tuesday,False
185,1543687976.411,2018-12-01,18,Saturday,True
186,1543559281.472,2018-11-30,6,Friday,False
187,1544685003.512,2018-12-13,7,Thursday,False
188,1543717383.819,2018-12-02,2,Sunday,True
189,1543425384.616,2018-11-28,17,Wednesday,False
190,1543403287.718,2018-11-28,11,Wednesday,False
191,1543631580.728,2018-12-01,2,Saturday,True
192,1544810411.713,2018-12-14,18,Friday,False
193,1543466101.752,2018-11-29,4,Thursday,False
194,1543542482.221,2018-11-30,1,Friday,False
195,1543416608.077,2018-11-28,14,Wednesday,False
196,1543435147.917,2018-11-28,19,Wednesday,False
197,1543456795.165,2018-11-29,1,Thursday,False
198,1543875779.838,2018-12-03,22,Monday,False
199,1543711677.547,2018-12-02,0,Sunday,True
200,1543420285.198,2018-11-28,15,Wednesday,False
201,1543630271.407,2018-12-01,2,Saturday,True
202,1544793908.416,2018-12-14,13,Friday,False
203,1543432987.866,2018-11-28,19,Wednesday,False
204,1543614487.465,2018-11-30,21,Friday,False
205,1545013505.471,2018-12-17,2,Monday,False
206,1544826611.974,2018-12-14,22,Friday,False
207,1543866181.072,2018-12-03,19,Monday,False
208,1543814578.105,2018-12-03,5,Monday,False
209,1544747410.451,2018-12-14,0,Friday,False
210,1543538278.68,2018-11-30,0,Friday,False
211,1544866804.426,2018-12-15,9,Saturday,True
212,1543842179.401,2018-12-03,13,Monday,False
213,1543330282.474,2018-11-27,14,Tuesday,False
214,1544880009.834,2018-12-15,13,Saturday,True
215,1543899482.542,2018-12-04,4,Tuesday,False
216,1544932809.267,2018-12-16,4,Sunday,True
217,1543608483.779,2018-11-30,20,Friday,False
218,1543710178.854,2018-12-02,0,Sunday,True
219,1545076214.526,2018-12-17,19,Monday,False
220,1543342161.995,2018-11-27,18,Tuesday,False
221,1544791509.576,2018-12-14,12,Friday,False
222,1543809182.48,2018-12-03,3,Monday,False
223,1543588680.871,2018-11-30,14,Friday,False
224,1543774081.57,2018-12-02,18,Sunday,True
225,1543455668.15,2018-11-29,1,Thursday,False
226,1543441627.37,2018-11-28,21,Wednesday,False
227,1543419847.978,2018-11-28,15,Wednesday,False
228,1545022210.821,2018-12-17,4,Monday,False
229,1543438748.192,2018-11-28,20,Wednesday,False
230,1545066907.431,2018-12-17,17,Monday,False
231,1544721313.191,2018-12-13,17,Thursday,False
232,1545057606.517,2018-12-17,14,Monday,False
233,1543631287.357,2018-12-01,2,Saturday,True
234,1544914210.805,2018-12-15,22,Saturday,True
235,1543238050.457,2018-11-26,13,Monday,False
236,1543610287.181,2018-11-30,20,Friday,False
237,1545087011.469,2018-12-17,22,Monday,False
238,1545144003.677,2018-12-18,14,Tuesday,False
239,1545111303.458,2018-12-18,5,Tuesday,False
240,1543292483.489,2018-11-27,4,Tuesday,False
241,1543894081.999,2018-12-04,3,Tuesday,False
242,1543356923.877,2018-11-27,22,Tuesday,False
243,1543290862.184,2018-11-27,3,Tuesday,False
244,1545009011.01,2018-12-17,1,Monday,False
245,1543867978.363,2018-12-03,20,Monday,False
246,1543431386.19,2018-11-28,18,Wednesday,False
247,1545036905.196,2018-12-17,8,Monday,False
248,1543417148.25,2018-11-28,14,Wednesday,False
249,1543447208.076,2018-11-28,23,Wednesday,False
250,1543353144.13,2018-11-27,21,Tuesday,False
251,1543339823.577,2018-11-27,17,Tuesday,False
252,1543830783.668,2018-12-03,9,Monday,False
253,1544756706.957,2018-12-14,3,Friday,False
254,1543457207.644,2018-11-29,2,Thursday,False
255,1543875180.526,2018-12-03,22,Monday,False
256,1545129316.441,2018-12-18,10,Tuesday,False
257,1545010808.185,2018-12-17,1,Monday,False
258,1543804376.231,2018-12-03,2,Monday,False
259,1543398215.864,2018-11-28,9,Wednesday,False
260,1543661880.714,2018-12-01,10,Saturday,True
261,1543258029.747,2018-11-26,18,Monday,False
262,1545098110.455,2018-12-18,1,Tuesday,False
263,1544407719.522,2018-12-10,2,Monday,False
264,1543451347.631,2018-11-29,0,Thursday,False
265,1545120612.049,2018-12-18,8,Tuesday,False
266,1545000010.297,2018-12-16,22,Sunday,True
267,1543450447.852,2018-11-29,0,Thursday,False
268,1543847577.735,2018-12-03,14,Monday,False
269,1543710780.112,2018-12-02,0,Sunday,True
270,1544702403.813,2018-12-13,12,Thursday,False
271,1545102608.299,2018-12-18,3,Tuesday,False
272,1544982012.797,2018-12-16,17,Sunday,True
273,1543354403.593,2018-11-27,21,Tuesday,False
274,1544934603.659,2018-12-16,4,Sunday,True
275,1544896813.504,2018-12-15,18,Saturday,True
276,1543332982.363,2018-11-27,15,Tuesday,False
277,1544943608.814,2018-12-16,7,Sunday,True
278,1543251369.656,2018-11-26,16,Monday,False
279,1543360522.18,2018-11-27,23,Tuesday,False
280,1543853281.151,2018-12-03,16,Monday,False
281,1544835308.485,2018-12-15,0,Saturday,True
282,1543462688.0,2018-11-29,3,Thursday,False
283,1543725476.409,2018-12-02,4,Sunday,True
284,1543882381.253,2018-12-04,0,Tuesday,False
285,1543279420.655,2018-11-27,0,Tuesday,False
286,1543843979.892,2018-12-03,13,Monday,False
287,1543615389.924,2018-11-30,22,Friday,False
288,1543615380.66,2018-11-30,22,Friday,False
289,1544975105.381,2018-12-16,15,Sunday,True
290,1543323982.153,2018-11-27,13,Tuesday,False
291,1544838310.582,2018-12-15,1,Saturday,True
292,1544749507.236,2018-12-14,1,Friday,False
293,1543688285.865,2018-12-01,18,Saturday,True
294,1544677512.827,2018-12-13,5,Thursday,False
295,1543793880.779,2018-12-02,23,Sunday,True
296,1544931906.16,2018-12-16,3,Sunday,True
297,1544991912.778,2018-12-16,20,Sunday,True
298,1544936413.931,2018-12-16,5,Sunday,True
299,1543891077.288,2018-12-04,2,Tuesday,False
300,1543363043.598,2018-11-27,23,Tuesday,False
301,1543440728.281,2018-11-28,21,Wednesday,False
302,1544832608.615,2018-12-15,0,Saturday,True
303,1543448467.92,2018-11-28,23,Wednesday,False
304,1543767479.52,2018-12-02,16,Sunday,True
305,1543653782.79,2018-12-01,8,Saturday,True
306,1543322901.896,2018-11-27,12,Tuesday,False
307,1545160203.694,2018-12-18,19,Tuesday,False
308,1543354222.286,2018-11-27,21,Tuesday,False
309,1543593785.74,2018-11-30,16,Friday,False
310,1543504077.24,2018-11-29,15,Thursday,False
311,1543553282.185,2018-11-30,4,Friday,False
312,1545150312.606,2018-12-18,16,Tuesday,False
313,1543334963.384,2018-11-27,16,Tuesday,False
314,1544857812.478,2018-12-15,7,Saturday,True
315,1544934005.457,2018-12-16,4,Sunday,True
316,1544719812.817,2018-12-13,16,Thursday,False
317,1543319842.301,2018-11-27,11,Tuesday,False
318,1543262889.987,2018-11-26,20,Monday,False
319,1543468962.441,2018-11-29,5,Thursday,False
320,1543445588.397,2018-11-28,22,Wednesday,False
321,1544802907.211,2018-12-14,15,Friday,False
322,1544714710.965,2018-12-13,15,Thursday,False
323,1543217180.467,2018-11-26,7,Monday,False
324,1544862005.381,2018-12-15,8,Saturday,True
325,1545099010.408,2018-12-18,2,Tuesday,False
326,1543705684.159,2018-12-01,23,Saturday,True
327,1543852981.677,2018-12-03,16,Monday,False
328,1543365382.589,2018-11-28,0,Wednesday,False
329,1543539782.302,2018-11-30,1,Friday,False
330,1544727614.578,2018-12-13,19,Thursday,False
331,1545025210.949,2018-12-17,5,Monday,False
332,1543453868.322,2018-11-29,1,Thursday,False
333,1544967303.489,2018-12-16,13,Sunday,True
334,1545029414.274,2018-12-17,6,Monday,False
335,1544763911.332,2018-12-14,5,Friday,False
336,1544905805.76,2018-12-15,20,Saturday,True
337,1543843677.325,2018-12-03,13,Monday,False
338,1543646279.645,2018-12-01,6,Saturday,True
339,1543799280.522,2018-12-03,1,Monday,False
340,1543419848.28,2018-11-28,15,Wednesday,False
341,1544791207.639,2018-12-14,12,Friday,False
342,1543291042.285,2018-11-27,3,Tuesday,False
343,1544408922.977,2018-12-10,2,Monday,False
344,1543327942.216,2018-11-27,14,Tuesday,False
345,1545084010.388,2018-12-17,22,Monday,False
346,1543818480.572,2018-12-03,6,Monday,False
347,1544769003.787,2018-12-14,6,Friday,False
348,1543295362.125,2018-11-27,5,Tuesday,False
349,1543750681.845,2018-12-02,11,Sunday,True
350,1544956504.627,2018-12-16,10,Sunday,True
351,1543332624.103,2018-11-27,15,Tuesday,False
352,1543534380.873,2018-11-29,23,Thursday,False
353,1543341082.818,2018-11-27,17,Tuesday,False
354,1544740212.111,2018-12-13,22,Thursday,False
355,1543258389.58,2018-11-26,18,Monday,False
356,1543457207.222,2018-11-29,2,Thursday,False
357,1544935507.59,2018-12-16,4,Sunday,True
358,1545100211.64,2018-12-18,2,Tuesday,False
359,1544950505.517,2018-12-16,8,Sunday,True
360,1544742615.874,2018-12-13,23,Thursday,False
361,1544815207.913,2018-12-14,19,Friday,False
362,1543870381.962,2018-12-03,20,Monday,False
363,1543750983.711,2018-12-02,11,Sunday,True
364,1543870084.545,2018-12-03,20,Monday,False
365,1543491484.38,2018-11-29,11,Thursday,False
366,1545068114.434,2018-12-17,17,Monday,False
367,1545014410.168,2018-12-17,2,Monday,False
368,1543513381.092,2018-11-29,17,Thursday,False
369,1543263249.929,2018-11-26,20,Monday,False
370,1544953810.335,2018-12-16,9,Sunday,True
371,1545053112.606,2018-12-17,13,Monday,False
372,1543565583.668,2018-11-30,8,Friday,False
373,1544888709.675,2018-12-15,15,Saturday,True
374,1544882403.9,2018-12-15,14,Saturday,True
375,1543428987.403,2018-11-28,18,Wednesday,False
376,1544841008.691,2018-12-15,2,Saturday,True
377,1543349364.061,2018-11-27,20,Tuesday,False
378,1544672509.742,2018-12-13,3,Thursday,False
379,1543846681.931,2018-12-03,14,Monday,False
380,1544861713.494,2018-12-15,8,Saturday,True
381,1544904613.869,2018-12-15,20,Saturday,True
382,1543567681.001,2018-11-30,8,Friday,False
383,1543724881.049,2018-12-02,4,Sunday,True
384,1543605184.687,2018-11-30,19,Friday,False
385,1543609087.251,2018-11-30,20,Friday,False
386,1543301661.984,2018-11-27,6,Tuesday,False
387,1543466288.666,2018-11-29,4,Thursday,False
388,1543273936.118,2018-11-26,23,Monday,False
389,1543537683.085,2018-11-30,0,Friday,False
390,1543452068.066,2018-11-29,0,Thursday,False
391,1543620183.168,2018-11-30,23,Friday,False
392,1545095403.355,2018-12-18,1,Tuesday,False
393,1545019811.061,2018-12-17,4,Monday,False
394,1543633081.34,2018-12-01,2,Saturday,True
395,1543509785.134,2018-11-29,16,Thursday,False
396,1544976312.379,2018-12-16,16,Sunday,True
397,1543361603.789,2018-11-27,23,Tuesday,False
398,1543464847.79,2018-11-29,4,Thursday,False
399,1543706585.189,2018-12-01,23,Saturday,True
400,1543326862.122,2018-11-27,13,Tuesday,False
401,1543533776.967,2018-11-29,23,Thursday,False
402,1543699683.928,2018-12-01,21,Saturday,True
403,1544920816.554,2018-12-16,0,Sunday,True
404,1544769611.915,2018-12-14,6,Friday,False
405,1543488780.493,2018-11-29,10,Thursday,False
406,1543246510.232,2018-11-26,15,Monday,False
407,1543708081.246,2018-12-01,23,Saturday,True
408,1543594077.358,2018-11-30,16,Friday,False
409,1543594982.564,2018-11-30,16,Friday,False
410,1543471082.637,2018-11-29,5,Thursday,False
411,1543409587.645,2018-11-28,12,Wednesday,False
412,1544883615.701,2018-12-15,14,Saturday,True
413,1543545782.835,2018-11-30,2,Friday,False
414,1543275914.057,2018-11-26,23,Monday,False
415,1544893510.788,2018-12-15,17,Saturday,True
416,1543281323.389,2018-11-27,1,Tuesday,False
417,1544809507.65,2018-12-14,17,Friday,False
418,1543770780.19,2018-12-02,17,Sunday,True
419,1543618688.417,2018-11-30,22,Friday,False
420,1545117306.62,2018-12-18,7,Tuesday,False
421,1543824178.98,2018-12-03,8,Monday,False
422,1543881782.242,2018-12-04,0,Tuesday,False
423,1544977210.974,2018-12-16,16,Sunday,True
424,1543463767.933,2018-11-29,3,Thursday,False
425,1544938207.694,2018-12-16,5,Sunday,True
426,1545014711.24,2018-12-17,2,Monday,False
427,1544937309.004,2018-12-16,5,Sunday,True
428,1544777706.543,2018-12-14,8,Friday,False
429,1543722480.958,2018-12-02,3,Sunday,True
430,1544984404.092,2018-12-16,18,Sunday,True
431,1544781006.63,2018-12-14,9,Friday,False
432,1543879383.199,2018-12-03,23,Monday,False
433,1543876682.448,2018-12-03,22,Monday,False
434,1543482185.926,2018-11-29,9,Thursday,False
435,1545082812.274,2018-12-17,21,Monday,False
436,1545082807.252,2018-12-17,21,Monday,False
437,1543357824.954,2018-11-27,22,Tuesday,False
438,1543758777.573,2018-12-02,13,Sunday,True
439,1545138603.671,2018-12-18,13,Tuesday,False
440,1543366283.445,2018-11-28,0,Wednesday,False
441,1543805877.985,2018-12-03,2,Monday,False
442,1543443519.812,2018-11-28,22,Wednesday,False
443,1543656182.434,2018-12-01,9,Saturday,True
444,1545055212.592,2018-12-17,14,Monday,False
445,1543492979.415,2018-11-29,12,Thursday,False
446,1544825714.213,2018-12-14,22,Friday,False
447,1543651984.105,2018-12-01,8,Saturday,True
448,1544876409.945,2018-12-15,12,Saturday,True
449,1544719505.955,2018-12-13,16,Thursday,False
450,1543612686.837,2018-11-30,21,Friday,False
451,1544787910.576,2018-12-14,11,Friday,False
452,1544805910.107,2018-12-14,16,Friday,False
453,1543793880.728,2018-12-02,23,Sunday,True
454,1543641484.551,2018-12-01,5,Saturday,True
455,1543570380.507,2018-11-30,9,Friday,False
456,1543816376.56,2018-12-03,5,Monday,False
457,1544852711.768,2018-12-15,5,Saturday,True
458,1543681087.12,2018-12-01,16,Saturday,True
459,1543558385.061,2018-11-30,6,Friday,False
460,1544947212.101,2018-12-16,8,Sunday,True
461,1543829881.891,2018-12-03,9,Monday,False
462,1544739913.465,2018-12-13,22,Thursday,False
463,1543573985.668,2018-11-30,10,Friday,False
464,1543451167.877,2018-11-29,0,Thursday,False
465,1543431985.945,2018-11-28,19,Wednesday,False
466,1545064808.96,2018-12-17,16,Monday,False
467,1543229409.904,2018-11-26,10,Monday,False
468,1544942111.231,2018-12-16,6,Sunday,True
469,1543320924.265,2018-11-27,12,Tuesday,False
470,1543425608.208,2018-11-28,17,Wednesday,False
471,1543626782.377,2018-12-01,1,Saturday,True
472,1544721609.043,2018-12-13,17,Thursday,False
473,1543776183.921,2018-12-02,18,Sunday,True
474,1544722809.634,2018-12-13,17,Thursday,False
475,1543302022.223,2018-11-27,7,Tuesday,False
476,1543340183.186,2018-11-27,17,Tuesday,False
477,1543324342.137,2018-11-27,13,Tuesday,False
478,1545146711.493,2018-12-18,15,Tuesday,False
479,1543845485.691,2018-12-03,13,Monday,False
480,1543516977.342,2018-11-29,18,Thursday,False
481,1544702408.962,2018-12-13,12,Thursday,False
482,1543340183.915,2018-11-27,17,Tuesday,False
483,1543456422.497,2018-11-29,1,Thursday,False
484,1543308682.254,2018-11-27,8,Tuesday,False
485,1543253893.051,2018-11-26,17,Monday,False
486,1544949303.415,2018-12-16,8,Sunday,True
487,1543298784.527,2018-11-27,6,Tuesday,False
488,1544707503.428,2018-12-13,13,Thursday,False
489,1543282041.967,2018-11-27,1,Tuesday,False
490,1543849080.947,2018-12-03,14,Monday,False
491,1543415184.674,2018-11-28,14,Wednesday,False
492,1544681407.145,2018-12-13,6,Thursday,False
493,1545029110.459,2018-12-17,6,Monday,False
494,1543867082.032,2018-12-03,19,Monday,False
495,1543404084.927,2018-11-28,11,Wednesday,False
496,1544967913.335,2018-12-16,13,Sunday,True
497,1543878481.827,2018-12-03,23,Monday,False
498,1544925010.34,2018-12-16,1,Sunday,True
499,1545095708.43,2018-12-18,1,Tuesday,False
500,1543280329.55,2018-11-27,0,Tuesday,False
501,1543662780.555,2018-12-01,11,Saturday,True
502,1543398198.344,2018-11-28,9,Wednesday,False
503,1543272850.763,2018-11-26,22,Monday,False
504,1543283303.862,2018-11-27,1,Tuesday,False
505,1544924705.239,2018-12-16,1,Sunday,True
506,1543404086.103,2018-11-28,11,Wednesday,False
507,1543308322.395,2018-11-27,8,Tuesday,False
508,1543413683.278,2018-11-28,14,Wednesday,False
509,1543515484.472,2018-11-29,18,Thursday,False
510,1543678381.813,2018-12-01,15,Saturday,True
511,1543315703.563,2018-11-27,10,Tuesday,False
512,1545015610.922,2018-12-17,3,Monday,False
513,1543622889.918,2018-12-01,0,Saturday,True
514,1544673605.68,2018-12-13,4,Thursday,False
515,1545159311.465,2018-12-18,18,Tuesday,False
516,1543328662.074,2018-11-27,14,Tuesday,False
517,1543286182.234,2018-11-27,2,Tuesday,False
518,1543457207.446,2018-11-29,2,Thursday,False
519,1544818505.606,2018-12-14,20,Friday,False
520,1543565337.411,2018-11-30,8,Friday,False
521,1544805305.459,2018-12-14,16,Friday,False
522,1543363582.394,2018-11-28,0,Wednesday,False
523,1543323621.948,2018-11-27,13,Tuesday,False
524,1543275194.369,2018-11-26,23,Monday,False
525,1544989807.41,2018-12-16,19,Sunday,True
526,1543531683.39,2018-11-29,22,Thursday,False
527,1543526311.043,2018-11-29,21,Thursday,False
528,1544940604.727,2018-12-16,6,Sunday,True
529,1543504076.022,2018-11-29,15,Thursday,False
530,1543289423.826,2018-11-27,3,Tuesday,False
531,1544693708.968,2018-12-13,9,Thursday,False
532,1543472281.961,2018-11-29,6,Thursday,False
533,1545000012.994,2018-12-16,22,Sunday,True
534,1543823280.336,2018-12-03,7,Monday,False
535,1544703610.72,2018-12-13,12,Thursday,False
536,1543458367.4,2018-11-29,2,Thursday,False
537,1543356924.116,2018-11-27,22,Tuesday,False
538,1543453147.941,2018-11-29,0,Thursday,False
539,1544837103.761,2018-12-15,1,Saturday,True
540,1543786083.146,2018-12-02,21,Sunday,True
541,1543694579.089,2018-12-01,20,Saturday,True
542,1544962211.322,2018-12-16,12,Sunday,True
543,1544989213.057,2018-12-16,19,Sunday,True
544,1543726386.467,2018-12-02,4,Sunday,True
545,1543397707.984,2018-11-28,9,Wednesday,False
546,1544766314.887,2018-12-14,5,Friday,False
547,1544811609.359,2018-12-14,18,Friday,False
548,1544782503.676,2018-12-14,10,Friday,False
549,1543634883.031,2018-12-01,3,Saturday,True
550,1543410084.73,2018-11-28,13,Wednesday,False
551,1544858111.418,2018-12-15,7,Saturday,True
552,1543846379.911,2018-12-03,14,Monday,False
553,1543425384.781,2018-11-28,17,Wednesday,False
554,1543878482.055,2018-12-03,23,Monday,False
555,1544697004.374,2018-12-13,10,Thursday,False
556,1543903383.182,2018-12-04,6,Tuesday,False
557,1544857803.878,2018-12-15,7,Saturday,True
558,1544928011.707,2018-12-16,2,Sunday,True
